Sequence Name,Accession,InterPro ID,InterPro Name,Name
NZ_JALPRF010000010,WP_248480410.1,"[nan, nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['RHH_CopG_NikR-like', 'Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_JAMGSL010000021,WP_260231312.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_JAPWGL010000002,WP_269414783.1,"[nan, nan, 'IPR003347', 'IPR003347', 'IPR041667', 'IPR050910']",Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8-JMJD6_ArgDemeth/LysHydrox,"['Cupin', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8', 'ARGININE DEMETHYLASE AND LYSYL-HYDROXYLASE JMJD']"
NZ_JAQQTE010000001,WP_272831302.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_JAQSLN010000001,WP_273867352.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR003347']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-JmjC_dom,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'JmjC_2', 'cupin_9']"
NZ_JH651384,WP_002710728.1,"[nan, nan, 'IPR041667', 'IPR050910']",Unintegrated-Unintegrated-Cupin_8-JMJD6_ArgDemeth/LysHydrox,"['Cupin', 'Clavaminate synthase-like', 'Cupin_8', 'ARGININE DEMETHYLASE AND LYSYL-HYDROXYLASE JMJD']"
NZ_JH992890,WP_017307791.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_JH992890,WP_017307792.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_JH992890,WP_017307794.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_JH992890,WP_017307801.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_JH992892,WP_017308068.1,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Cytoplasmic domain', 'Cytoplasmic domain', 'Transmembrane region', 'Non cytoplasmic domain', 'Transmembrane region', 'JMJC', 'Cupin_8']"
NZ_JH992892,WP_081594398.1,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'disorder_prediction', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Cytoplasmic domain', 'Non cytoplasmic domain', 'Non cytoplasmic domain', 'Transmembrane region', 'Transmembrane region', 'JMJC', 'Cupin_8']"
NZ_JH992892,WP_017308070.1,"[nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Non cytoplasmic domain', 'Cytoplasmic domain', 'Transmembrane region', 'JMJC', 'Cupin_8']"
NZ_JH992892,WP_017308072.1,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Cytoplasmic domain', 'Cytoplasmic domain', 'Transmembrane region', 'Non cytoplasmic domain', 'Transmembrane region', 'JMJC', 'Cupin_8']"
NZ_JH992892,WP_017308073.1,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Cytoplasmic domain', 'Cytoplasmic domain', 'Transmembrane region', 'Non cytoplasmic domain', 'Transmembrane region', 'JMJC', 'Cupin_8']"
NZ_JH992892,WP_017308075.1,"[nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Non cytoplasmic domain', 'Transmembrane region', 'Cytoplasmic domain', 'JMJC', 'Cupin_8']"
NZ_JH992892,WP_017308076.1,"[nan, nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['cupin_RmlC-like', 'Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Cytoplasmic domain', 'Non cytoplasmic domain', 'Transmembrane region', 'JMJC', 'Cupin_8']"
NZ_JH992893,WP_017308729.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_JHZC01000008,WP_027076841.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_JQKS01000001,WP_235209186.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_JSEN01000002,WP_063337222.1,"[nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'Non cytoplasmic domain', 'Transmembrane region', 'Cytoplasmic domain', 'JMJC', 'Cupin_8']"
NZ_KB889965,WP_020565852.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_KB893184,WP_020597428.1,"[nan, nan, 'IPR003347', 'IPR003347', 'IPR041667', 'IPR050910']",Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8-JMJD6_ArgDemeth/LysHydrox,"['Cupin', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8', 'ARGININE DEMETHYLASE AND LYSYL-HYDROXYLASE JMJD']"
NZ_KB893257,WP_018620266.1,"[nan, nan, 'IPR003347', 'IPR003347', 'IPR041667', 'IPR050910']",Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8-JMJD6_ArgDemeth/LysHydrox,"['Cupin', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8', 'ARGININE DEMETHYLASE AND LYSYL-HYDROXYLASE JMJD']"
NZ_KB900630,WP_018274356.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_KB905342,WP_019037271.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_KB906805,WP_019605327.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_KB912877,WP_232216294.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_KE383968,WP_027127682.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_KE384430,WP_027138230.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_KE386496,WP_198017213.1,"[nan, nan, 'IPR003347', 'IPR003347', 'IPR041667', 'IPR050910']",Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8-JMJD6_ArgDemeth/LysHydrox,"['Cupin', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8', 'ARGININE DEMETHYLASE AND LYSYL-HYDROXYLASE JMJD']"
NZ_KK073768,WP_029631934.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_KN050846,WP_034260280.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_KN150860,WP_038752921.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_KN150939,WP_009920363.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_KN150964,WP_038781173.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_KN323027,WP_038738110.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_KQ976354,WP_017742676.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_KQ976354,WP_017742677.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_KZ614145,WP_170061464.1,"[nan, nan, 'IPR003347', 'IPR003347', 'IPR041667', 'IPR050910']",Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8-JMJD6_ArgDemeth/LysHydrox,"['Cupin', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8', 'ARGININE DEMETHYLASE AND LYSYL-HYDROXYLASE JMJD']"
NZ_LDAS01000001,WP_047246598.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_LK391965,WP_022606436.1,"[nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'Cytoplasmic domain', 'Transmembrane region', 'Non cytoplasmic domain', 'JMJC', 'Cupin_8']"
NZ_LK391967,WP_022550846.1,"[nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'Cytoplasmic domain', 'Transmembrane region', 'Non cytoplasmic domain', 'JMJC', 'Cupin_8']"
NZ_LMPD01000006,WP_056096676.1,"[nan, nan, 'IPR003347', 'IPR003347', 'IPR041667', 'IPR050910']",Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8-JMJD6_ArgDemeth/LysHydrox,"['Cupin', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8', 'ARGININE DEMETHYLASE AND LYSYL-HYDROXYLASE JMJD']"
NZ_LNJU01000004,WP_157382479.1,"[nan, nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'JMJC', 'Cupin_8']"
NZ_LR131947,WP_156054808.1,"[nan, nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'disorder_prediction', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_LR134374,WP_126337457.1,"[nan, nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['cupin_RmlC-like', 'Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_LR134374,WP_058483862.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_LS999839,WP_121273038.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_LT627735,WP_090755599.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_LT629777,WP_090208450.1,"[nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Cytoplasmic domain', 'Transmembrane region', 'Non cytoplasmic domain', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_LT629972,WP_019362488.1,"[nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Cytoplasmic domain', 'Transmembrane region', 'Non cytoplasmic domain', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_LT707064,WP_076406911.1,"[nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Cytoplasmic domain', 'Transmembrane region', 'Non cytoplasmic domain', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_LT899436,WP_095068959.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_LT906434,WP_085363768.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_LT906457,WP_082642798.1,"[nan, nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['cupin_RmlC-like', 'Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_MEBC01000001,WP_143135861.1,"[nan, nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'JMJC', 'Cupin_8']"
NZ_MEBE01000001,WP_143136336.1,"[nan, nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'JMJC', 'Cupin_8']"
NZ_MEBF01000045,WP_143134459.1,"[nan, nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'JMJC', 'Cupin_8']"
NZ_MEBG01000002,WP_143135015.1,"[nan, nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'JMJC', 'Cupin_8']"
NZ_MECO01000028,WP_141712897.1,"[nan, nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'JMJC', 'Cupin_8']"
NZ_MKJT01000007,WP_070983141.1,"[nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Non cytoplasmic domain', 'Transmembrane region', 'Cytoplasmic domain', 'JMJC', 'Cupin_8']"
NZ_MOBR01000009,WP_123597958.1,"[nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Non cytoplasmic domain', 'Transmembrane region', 'Cytoplasmic domain', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_MQUC01000003,WP_105983350.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_MQVY01000002,WP_105003599.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
