Name,Sequence Name,Locustag,Accession,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
FMOXYGENASE,NZ_CP049257,G5V58_RS24460,WP_230486933.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP049801,G8E00_RS07605,WP_166223297.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP049801,G8E00_RS07605,WP_166223297.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP049838,G9272_RS36425,WP_171402328.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP049838,G9272_RS36425,WP_171402328.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP050440,HCG51_RS04395,WP_167719135.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP050440,HCG51_RS04395,WP_167719135.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP050692,HCX60_RS31735,WP_078637152.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP050692,HCX60_RS31735,WP_078637152.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP051429,HGI48_RS13745,WP_192988856.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP051429,HGI48_RS13745,WP_192988856.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP051486,HED23_RS09350,WP_203182940.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP051486,HED23_RS09350,WP_203182940.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMOXYGENASE,NZ_CP053030,DB356_RS13085,WP_054994092.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP053398,HL670_RS12460,WP_230554912.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP053398,HL670_RS12460,WP_230554912.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP053748,HPQ68_RS07630,WP_255757145.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP053748,HPQ68_RS07630,WP_255757145.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP054476,HT051_RS07580,WP_174541474.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP054476,HT051_RS07580,WP_174541474.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP054919,HUT16_RS16900,WP_176188991.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP054919,HUT16_RS16900,WP_176188991.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP054920,HUT15_RS33725,WP_125634403.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP054920,HUT15_RS33725,WP_125634403.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMOXYGENASE,NZ_CP059399,H0264_RS13900,WP_181584335.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP060140,BDGGKGIB_RS07535,WP_239731013.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP060140,BDGGKGIB_RS07535,WP_239731013.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP060397,H8F25_RS13740,WP_231596855.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP060397,H8F25_RS13740,WP_231596855.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP060828,IAG44_RS06950,WP_187746243.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP060828,IAG44_RS06950,WP_187746243.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP061007,IAG28_RS00295,WP_238935702.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMO,NZ_CP061205,ICL80_RS05200,WP_194215041.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP061205,ICL80_RS05200,WP_194215041.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP061769,HBO46_RS03885,WP_207949896.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP061769,HBO46_RS03885,WP_207949896.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP063445,IM701_RS08695,WP_230487628.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP063445,IM701_RS08695,WP_230487628.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP065593,MHB_RS14545,WP_003208288.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP065593,MHB_RS14545,WP_003208288.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP066801,JEK78_RS00930,WP_200262177.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP066801,JEK78_RS00930,WP_200262177.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP068771,JK621_RS11110,WP_212559836.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP068771,JK621_RS11110,WP_212559836.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMOXYGENASE,NZ_CP069396,JRI60_RS28585,WP_204219054.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP070351,JVX90_RS07875,WP_205331807.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP070351,JVX90_RS07875,WP_205331807.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP070609,JWS14_RS18435,WP_206014016.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP070609,JWS14_RS18435,WP_206014016.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP070977,JYG32_RS07445,WP_213265160.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP070977,JYG32_RS07445,WP_213265160.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP071090,JY651_RS11860,WP_206727132.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP071090,JY651_RS11860,WP_206727132.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP071747,J3B45_RS25335,WP_004542020.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP071747,J3B45_RS25335,WP_004542020.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP071750,J3B47_RS22145,WP_207874413.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP071750,J3B47_RS22145,WP_207874413.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP071752,J3C54_RS26885,WP_004547984.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP071752,J3C54_RS26885,WP_004547984.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP071755,J3D99_RS22045,WP_004542020.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP071755,J3D99_RS22045,WP_004542020.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP071762,J3L14_RS25980,WP_004547984.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP071762,J3L14_RS25980,WP_004547984.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP072203,J6U32_RS15715,WP_208791153.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP072203,J6U32_RS15715,WP_208791153.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP072522,DT99_RS32455,WP_080287900.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP072522,DT99_RS32455,WP_080287900.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP073075,J8M97_RS11690,WP_094600490.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP073075,J8M97_RS11690,WP_094600490.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP073579,KDD30_RS24685,KDD30_RS24685,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP073579,KDD30_RS24685,KDD30_RS24685,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMOXYGENASE,NZ_CP073636,PSYCIT7_RS12720,WP_058417187.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP073767,Daura_RS21075,WP_052388578.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP073767,Daura_RS21075,WP_052388578.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP074111,KE639_RS01730,WP_212729163.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP074111,KE639_RS01730,WP_212729163.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP074676,KH389_RS17115,WP_054915169.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP074676,KH389_RS17115,WP_054915169.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP074676,KH389_RS17125,WP_213605862.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP074676,KH389_RS17125,WP_213605862.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMOXYGENASE,NZ_CP076652,KP808_RS12700,WP_230018765.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP079105,KV203_RS07895,WP_066471604.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP079105,KV203_RS07895,WP_066471604.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP082844,K8O92_RS15835,WP_223521292.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP082844,K8O92_RS15835,WP_223521292.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP083267,K5X85_RS03340,WP_223779606.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP083267,K5X85_RS03340,WP_223779606.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP083740,LA756_RS04920,WP_224438762.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP083740,LA756_RS04920,WP_224438762.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP085300,LJA35_RS34565,WP_233647952.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP085300,LJA35_RS34565,WP_233647952.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP087164,DSM104329_RS06450,WP_259314578.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP087164,DSM104329_RS06450,WP_259314578.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP087178,LOY33_RS16500,WP_258659409.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP087178,LOY33_RS16500,WP_258659409.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP087178,LOY33_RS16510,WP_258659411.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP087178,LOY33_RS16510,WP_258659411.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP088969,LRQ66_RS15740,WP_050034922.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP088969,LRQ66_RS15740,WP_050034922.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP089225,LTT66_RS33315,WP_233062473.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP089225,LTT66_RS33315,WP_233062473.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP089551,LQ249_RS14510,WP_232566582.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP089551,LQ249_RS14510,WP_232566582.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP089551,LQ249_RS14520,WP_232566584.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP089551,LQ249_RS14520,WP_232566584.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP090483,LXM88_RS15310,WP_262532772.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP090483,LXM88_RS15310,WP_262532772.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP090609,LZ568_RS19435,WP_059697255.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP090609,LZ568_RS19435,WP_059697255.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP090680,L0Z16_RS19675,WP_105774763.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP090680,L0Z16_RS19675,WP_105774763.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP090682,L0Z03_RS17025,WP_060111151.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP090682,L0Z03_RS17025,WP_060111151.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP090692,L0Y98_RS09570,WP_155824149.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP090692,L0Y98_RS09570,WP_155824149.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP090707,L0Z15_RS07075,WP_006402203.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP090707,L0Z15_RS07075,WP_006402203.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP090711,L0Y86_RS16595,WP_105762672.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP090711,L0Y86_RS16595,WP_105762672.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP093845,L8M95_RS08610,WP_260489060.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP093845,L8M95_RS08610,WP_260489060.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP094676,L6J92_RS20145,WP_224293427.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP094676,L6J92_RS20145,WP_224293427.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP095497,MW307_RS15420,WP_060170843.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP095497,MW307_RS15420,WP_060170843.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP098511,NBT05_RS09325,WP_265769600.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP098511,NBT05_RS09325,WP_265769600.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP099468,NFX46_RS11675,WP_252548491.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP099468,NFX46_RS11675,WP_252548491.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP101137,M6G08_RS27660,WP_272589839.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP101137,M6G08_RS27660,WP_272589839.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP102462,NUJ29_RS06955,WP_105816870.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP102462,NUJ29_RS06955,WP_105816870.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP102513,JIX55_RS07850,WP_257562549.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP102513,JIX55_RS07850,WP_257562549.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP102826,NV263_RS18225,WP_263247536.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP102826,NV263_RS18225,WP_263247536.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP104044,N0B28_RS17100,WP_054915169.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP104044,N0B28_RS17100,WP_054915169.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP104044,N0B28_RS17110,WP_275727714.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP104044,N0B28_RS17110,WP_275727714.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP104697,N6Q81_RS02840,WP_261698425.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP104697,N6Q81_RS02840,WP_261698425.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP104920,RS71_RS06020,WP_022635053.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP104920,RS71_RS06020,WP_022635053.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP110539,OH133_RS34935,WP_265603121.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP110539,OH133_RS34935,WP_265603121.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP112880,N7925_RS32665,WP_265603121.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP112880,N7925_RS32665,WP_265603121.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP113837,OU787_RS15545,WP_030457522.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP113837,OU787_RS15545,WP_030457522.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP116236,PHA63_RS11575,WP_271355616.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP116236,PHA63_RS11575,WP_271355616.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP116257,BJ961_RS20160,WP_271414180.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP116257,BJ961_RS20160,WP_271414180.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP116600,AQ936_RS04220,WP_004530640.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP116600,AQ936_RS04220,WP_004530640.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP117709,PSQ21_RS02335,WP_274028723.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP117709,PSQ21_RS02335,WP_274028723.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMOXYGENASE,NZ_CP117780,Bsp3421_RS01745,WP_273995516.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP118164,PSR63_RS15615,WP_274326606.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP118164,PSR63_RS15615,WP_274326606.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CP118225,PSR62_RS15970,WP_274403998.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CP118225,PSR62_RS15970,WP_274403998.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CSLP01000004,AKT31_RS07375,WP_004547984.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CSLP01000004,AKT31_RS07375,WP_004547984.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CWJC01000002,AFJ43_RS04780,WP_050456506.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CWJC01000002,AFJ43_RS04780,WP_050456506.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_CXWE01000001,LA5095_RS03740,WP_055112032.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_CXWE01000001,LA5095_RS03740,WP_055112032.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_FOZX01000009,BM424_RS23325,WP_245776067.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_FOZX01000009,BM424_RS23325,WP_245776067.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_FPIQ01000017,BT108_RS10020,WP_177257299.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_FPIQ01000017,BT108_RS10020,WP_177257299.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_GG657754,SSOG_RS02585,WP_050799739.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_GG657754,SSOG_RS02585,WP_050799739.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_GG657756,SSPG_RS01855,WP_003971674.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_GG657756,SSPG_RS01855,WP_003971674.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_GG657756,SSPG_RS37480,WP_016324959.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_GG657756,SSPG_RS37480,WP_016324959.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_HE973164,MICAD_RS13310,WP_002776858.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
FMOXYGENASE,NZ_HE973164,MICAD_RS13310,WP_002776858.1,PRINTS,PR00370,IPR000960,Flavin_mOase,FAMILY,FMOXYGENASE
FMO,NZ_JAAAMJ010000001,GTW51_RS01520,WP_163042108.1,PIRSF,PIRSF000332,IPR000960,Flavin_mOase,FAMILY,FMO
